"team_code","name","checkname","team_name","team_id","games_played","games_started","uniform","year","code","shot_stats.penalty_kick_attempts","shot_stats.penalty_kick_goals","shot_stats.shots_on_goal","shot_stats.shots","shot_stats.points","shot_stats.assists","shot_stats.goals","shot_stats.penalty_shot_attempts","shot_stats.penalty_shot_goals","shot_stats.avg_shots_per_game","shot_stats.avg_sog_per_game","shot_stats.avg_points_per_game","shot_stats.avg_goals_per_game","shot_stats.avg_assists_per_game","goal_stats.game_tying","goal_stats.hattricks","goal_stats.overtime","goal_stats.first","goal_stats.unassisted","goal_stats.game_winning","goal_stats.avg_gw_per_game","caution_stats.fouls","caution_stats.red_cards","caution_stats.yellow_cards","caution_stats.avg_fouls_per_game","caution_stats.avg_yc_per_game","caution_stats.avg_rc_per_game","misc_stats.offsides","misc_stats.corner_kicks","misc_stats.minutes_played","misc_stats.defensive_saves","misc_stats.avg_corners_per_game","misc_stats.avg_offsides_per_game","goalie_stats.shots_faced","goalie_stats.ties","goalie_stats.losses","goalie_stats.wins","goalie_stats.shutouts","goalie_stats.save_percentage","goalie_stats.goals_against_avg","goalie_stats.saves","goalie_stats.goals_allowed","goalie_stats.minutes","goalie_stats.games_started","goalie_stats.games_played","goalie_stats.avg_ga_per_game","goalie_stats.avg_sho_per_game","goalie_stats.avg_saves_per_game"
"5","Amato, Ashley","AMATO,ASHLEY","Akron","AKR","19","19","8","0","8",0,0,13,23,10,0,5,3,3,1.21,.68,.53,.263,.000,1,0,0,4,4,0,.000,8,0,1,.42,.05,.00,0,NA,1772:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Alfery, Annamarie","ALFERY,ANNAMARIE","Akron","AKR","20","8","15","0","15",0,0,2,8,1,1,0,0,0,.40,.10,.05,.000,.050,0,0,0,0,0,0,.000,7,0,1,.35,.05,.00,0,NA,931:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Kale, Charley","KALE,CHARLEY","Akron","AKR","20","18","6","0","6",0,0,5,14,2,0,1,0,0,.70,.25,.10,.050,.000,1,0,0,0,0,0,.000,24,0,2,1.20,.10,.00,0,NA,1620:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Brown, Abigail","BROWN,ABIGAIL","Akron","AKR","18","9","5","0","5",0,0,2,5,3,1,1,0,0,.28,.11,.17,.056,.056,1,0,0,0,0,0,.000,1,0,1,.06,.06,.00,0,NA,977:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lambert, Lauren","LAMBERT,LAUREN","Akron","AKR","0","0","2","0","2",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Watt, Ryley","WATT,RYLEY","Akron","AKR","20","20","23","0","23",0,0,0,4,2,2,0,0,0,.20,.00,.10,.000,.100,0,0,0,0,0,0,.000,6,0,1,.30,.05,.00,0,NA,1859:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Clere, Hailey ","CLERE,HAILEY ","Akron","AKR","16","6","16","0","16",0,0,1,7,2,2,0,0,0,.44,.06,.13,.000,.125,0,0,0,0,0,0,.000,14,0,3,.88,.19,.00,0,NA,669:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Kolano, Lexi ","KOLANO,LEXI ","Akron","AKR","0","0","24","0","24",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Penton, Kayleigh","PENTON,KAYLEIGH","Akron","AKR","20","20","4","0","4",0,0,2,11,4,2,1,0,0,.55,.10,.20,.050,.100,0,0,0,0,0,0,.000,8,0,0,.40,.00,.00,0,NA,1805:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Worthy, Sydney ","WORTHY,SYDNEY ","Akron","AKR","20","11","9","0","9",0,0,9,16,7,1,3,0,0,.80,.45,.35,.150,.050,0,0,0,2,0,2,.100,6,0,0,.30,.00,.00,0,NA,1102:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Pcholinsky, Carly ","PCHOLINSKY,CARLY ","Akron","AKR","19","18","10","0","10",0,0,17,29,11,1,5,0,0,1.53,.89,.58,.263,.053,0,0,0,1,3,2,.105,11,0,2,.58,.11,.00,0,NA,1635:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Ward, Sydney","WARD,SYDNEY","Akron","AKR","17","11","19","0","19",0,0,4,5,0,0,0,0,0,.29,.24,.00,.000,.000,0,0,0,0,0,0,.000,4,0,1,.24,.06,.00,0,NA,966:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Costa, Kat ","COSTA,KAT ","Akron","AKR","0","0","28","0","28",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Berlin, Vanessa ","BERLIN,VANESSA ","Akron","AKR","7","3","00","0","00",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,300:00,0,.00,.00,33,0,2,1,0,.714,1.413,10,4,254:44,0,7,.57,.000,1.43
"5","Donelan, Anya","DONELAN,ANYA","Akron","AKR","16","6","3","0","3",0,0,0,5,2,2,0,0,0,.31,.00,.13,.000,.125,0,0,0,0,0,0,.000,1,0,1,.06,.06,.00,0,NA,523:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lobato, Lucia","LOBATO,LUCIA","Akron","AKR","16","16","13","0","13",0,0,4,10,1,1,0,0,0,.63,.25,.06,.000,.063,0,0,0,0,0,0,.000,5,0,0,.31,.00,.00,0,NA,1372:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Meister, Anna Catharina","MEISTER,ANNA CATHARINA","Akron","AKR","0","0","7","0","7",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Bowers, Bailee","BOWERS,BAILEE","Akron","AKR","20","19","20","0","20",0,0,5,7,4,0,2,0,0,.35,.25,.20,.100,.000,0,0,0,2,1,2,.100,5,0,1,.25,.05,.00,0,NA,1741:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Hamilton, Rielyn","HAMILTON,RIELYN","Akron","AKR","0","0","12","0","12",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Harper, Libby","HARPER,LIBBY","Akron","AKR","20","17","1","0","1",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,1,0,1,.05,.05,.00,0,NA,1596:00,0,.00,.00,193,2,8,7,4,.778,.987,63,18,1640:39,6,20,.90,.200,3.15
"5","Tulay, Margaret","TULAY,MARGARET","Akron","AKR","0","0","25","0","25",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Clopp, Emily","CLOPP,EMILY","Akron","AKR","10","0","18","0","18",0,0,0,1,0,0,0,0,0,.10,.00,.00,.000,.000,0,0,0,0,0,0,.000,1,0,0,.10,.00,.00,0,NA,216:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Meany, Aislinn ","MEANY,AISLINN ","Akron","AKR","20","19","14","0","14",0,0,26,61,4,0,2,0,0,3.05,1.30,.20,.100,.000,1,0,0,0,0,1,.050,15,0,1,.75,.05,.00,0,NA,1738:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","TEAM","TEAM","Akron","AKR","20","0","TM","0","TM",0,0,1,0,4,0,2,0,0,.00,.05,.20,.100,.000,0,0,0,2,2,1,.050,78,0,0,3.90,.00,.00,0,NA,00:00,0,.00,.00,0,0,0,0,2,1.000,0.0,1,0,00:00,0,3,.00,.100,.05
"5","PENTON, Kaleigh","PENTON,KALEIGH","Akron","AKR","0","0","4","0","4",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","MESITER, Anna Cathar","MESITER,ANNA CATHAR","Akron","AKR","2","0","7","0","7",0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,36:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
